x,y,steps,success
4,351,1,1
5,351,2,1
7,351,3,0
1,352,1,1
3,352,2,0
5,352,3,0
7,352,4,0
9,352,2,0
1,353,1,1
2,353,1,1
3,353,1,1
4,353,2,1
5,353,2,1
1,354,1,1
5,354,1,1
7,354,2,0
11,354,3,0
13,354,3,0
1,355,1,1
2,355,1,1
3,355,2,1
4,355,1,1
6,355,2,0
1,356,1,1
3,356,1,1
5,356,2,0
7,356,1,1
9,356,2,0
1,357,1,1
2,357,1,1
4,357,2,0
5,357,2,0
8,357,2,0
1,358,1,1
3,358,2,0
5,358,2,0
7,358,3,0
9,358,2,0
1,359,1,1
2,359,1,1
3,359,1,1
4,359,1,1
5,359,1,1
1,360,1,1
7,360,2,0
11,360,2,0
13,360,2,0
17,360,3,0
1,361,1,1
2,361,1,1
3,361,2,1
4,361,3,1
5,361,4,1
1,362,1,1
3,362,1,1
5,362,2,1
7,362,2,0
9,362,3,0
1,363,1,1
2,363,1,1
4,363,1,1
5,363,2,1
7,363,1,1
1,364,1,1
3,364,2,0
5,364,1,1
9,364,2,1
11,364,4,0
1,365,1,1
2,365,1,1
3,365,1,1
4,365,2,1
6,365,1,1
1,366,1,1
5,366,3,0
7,366,4,0
11,366,3,0
13,366,4,0
1,367,1,1
2,367,1,1
3,367,2,1
4,367,1,1
5,367,3,1
1,368,1,1
3,368,1,1
5,368,2,0
7,368,2,1
9,368,1,1
1,369,1,1
2,369,1,1
4,369,2,0
5,369,1,1
7,369,2,1
1,370,1,1
3,370,2,0
7,370,1,1
9,370,4,0
11,370,3,0
1,371,1,1
2,371,1,1
3,371,1,1
4,371,1,1
5,371,2,1
1,372,1,1
5,372,2,0
7,372,2,0
11,372,2,0
13,372,3,0
1,373,1,1
2,373,1,1
3,373,2,1
4,373,3,1
5,373,2,1
1,374,1,1
3,374,1,1
5,374,1,1
7,374,3,0
9,374,3,0
1,375,1,1
2,375,1,1
4,375,1,1
7,375,2,0
8,375,1,1
1,376,1,1
3,376,2,0
5,376,2,0
7,376,2,0
9,376,2,0
1,377,1,1
2,377,1,1
3,377,1,1
4,377,2,1
5,377,2,1
1,378,1,1
5,378,2,0
11,378,2,0
13,378,3,0
17,378,4,0
1,379,1,1
2,379,1,1
3,379,2,1
4,379,1,1
5,379,1,1
1,380,1,1
3,380,1,1
7,380,2,0
9,380,3,0
11,380,2,0
1,381,1,1
2,381,1,1
4,381,2,0
5,381,3,0
7,381,3,0
1,382,1,1
3,382,2,0
5,382,3,0
7,382,3,0
9,382,4,0
1,383,1,1
2,383,1,1
3,383,1,1
4,383,1,1
5,383,2,1
1,384,1,1
5,384,1,1
7,384,1,1
11,384,1,1
13,384,2,0
1,385,1,1
2,385,1,1
3,385,2,1
4,385,3,1
6,385,2,0
1,386,1,1
3,386,1,1
5,386,3,0
7,386,4,0
9,386,1,1
1,387,1,1
2,387,1,1
4,387,1,1
5,387,2,0
7,387,3,0
1,388,1,1
3,388,2,0
5,388,2,0
7,388,2,0
9,388,3,0
1,389,1,1
2,389,1,1
3,389,1,1
4,389,2,1
5,389,1,1
1,390,1,1
7,390,2,0
11,390,2,0
17,390,1,1
19,390,3,0
1,391,1,1
2,391,1,1
3,391,2,1
4,391,1,1
5,391,2,1
1,392,1,1
3,392,1,1
5,392,2,1
9,392,2,0
11,392,2,0
1,393,1,1
2,393,1,1
4,393,2,0
5,393,2,1
7,393,3,0
1,394,1,1
3,394,2,0
5,394,1,1
7,394,2,1
9,394,2,0
1,395,1,1
2,395,1,1
3,395,1,1
4,395,1,1
6,395,1,1
1,396,1,1
5,396,2,0
7,396,2,0
13,396,3,0
17,396,2,0
1,397,1,1
2,397,1,1
3,397,2,1
4,397,3,1
5,397,3,1
1,398,1,1
3,398,1,1
5,398,2,0
7,398,1,1
9,398,2,1
1,399,1,1
2,399,1,1
4,399,1,1
5,399,1,1
8,399,1,1
1,400,1,1
3,400,2,0
7,400,3,0
9,400,2,0
11,400,4,0
1,401,1,1
2,401,1,1
3,401,1,1
4,401,2,1
5,401,3,1
1,402,1,1
5,402,2,0
7,402,3,0
11,402,3,0
13,402,1,1
1,403,1,1
2,403,1,1
3,403,2,1
4,403,1,1
5,403,2,1
1,404,1,1
3,404,1,1
5,404,1,1
7,404,2,0
9,404,1,1
1,405,1,1
2,405,1,1
4,405,2,0
7,405,1,1
8,405,2,0
1,406,1,1
3,406,2,0
5,406,3,0
9,406,3,0
11,406,1,1
1,407,1,1
2,407,1,1
3,407,1,1
4,407,1,1
5,407,2,1
1,408,1,1
5,408,2,0
7,408,3,0
11,408,3,0
13,408,2,0
1,409,1,1
2,409,1,1
3,409,2,1
4,409,3,1
5,409,1,1
1,410,1,1
3,410,1,1
7,410,2,1
9,410,3,0
11,410,5,0
1,411,1,1
2,411,1,1
4,411,1,1
5,411,2,1
7,411,2,1
1,412,1,1
3,412,2,0
5,412,3,0
7,412,1,1
9,412,2,0
1,413,1,1
2,413,1,1
3,413,1,1
4,413,2,1
5,413,2,1
1,414,1,1
5,414,1,1
7,414,2,0
11,414,3,0
13,414,2,0
1,415,1,1
2,415,1,1
3,415,2,1
4,415,1,1
6,415,2,0
1,416,1,1
3,416,1,1
5,416,2,0
7,416,2,0
9,416,3,0
1,417,1,1
2,417,1,1
4,417,2,0
5,417,2,0
7,417,2,0
1,418,1,1
3,418,2,0
5,418,2,0
7,418,2,0
9,418,3,0
1,419,1,1
2,419,1,1
3,419,1,1
4,419,1,1
5,419,1,1
1,420,1,1
11,420,3,0
13,420,3,0
17,420,2,0
19,420,3,0
1,421,1,1
2,421,1,1
3,421,2,1
4,421,3,1
5,421,4,1
1,422,1,1
3,422,1,1
5,422,2,1
7,422,3,1
9,422,1,1
1,423,1,1
2,423,1,1
4,423,1,1
5,423,2,1
7,423,2,1
1,424,1,1
3,424,2,0
5,424,1,1
7,424,3,0
9,424,2,0
1,425,1,1
2,425,1,1
3,425,1,1
4,425,2,1
6,425,1,1
1,426,1,1
5,426,3,0
7,426,1,1
11,426,2,0
13,426,2,0
1,427,1,1
2,427,1,1
3,427,2,1
4,427,1,1
5,427,3,1
1,428,1,1
3,428,1,1
5,428,2,0
7,428,3,0
9,428,2,0
1,429,1,1
2,429,1,1
4,429,2,0
5,429,1,1
7,429,2,1
1,430,1,1
3,430,2,0
7,430,3,0
9,430,2,0
11,430,2,0
1,431,1,1
2,431,1,1
3,431,1,1
4,431,1,1
5,431,2,1
1,432,1,1
5,432,2,0
7,432,2,0
11,432,2,0
13,432,3,0
1,433,1,1
2,433,1,1
3,433,2,1
4,433,3,1
5,433,2,1
1,434,1,1
3,434,1,1
5,434,1,1
9,434,2,0
11,434,4,0
1,435,1,1
2,435,1,1
4,435,1,1
7,435,3,0
8,435,2,0
1,436,1,1
3,436,2,0
5,436,2,0
7,436,3,0
9,436,3,0
1,437,1,1
2,437,1,1
3,437,1,1
4,437,2,1
5,437,2,1
1,438,1,1
5,438,2,0
7,438,2,0
11,438,2,0
13,438,3,0
1,439,1,1
2,439,1,1
3,439,2,1
4,439,1,1
5,439,1,1
1,440,1,1
3,440,1,1
7,440,1,1
9,440,1,1
13,440,2,0
1,441,1,1
2,441,1,1
4,441,2,0
5,441,3,0
8,441,2,0
1,442,1,1
3,442,2,0
5,442,3,0
7,442,3,0
9,442,4,0
1,443,1,1
2,443,1,1
3,443,1,1
4,443,1,1
5,443,2,1
1,444,1,1
5,444,1,1
7,444,2,0
11,444,3,0
13,444,4,0
1,445,1,1
2,445,1,1
3,445,2,1
4,445,3,1
6,445,2,0
1,446,1,1
3,446,1,1
5,446,3,0
7,446,2,0
9,446,3,0
1,447,1,1
2,447,1,1
4,447,1,1
5,447,2,0
7,447,1,1
1,448,1,1
3,448,2,0
5,448,2,0
9,448,2,0
11,448,3,0
1,449,1,1
2,449,1,1
3,449,1,1
4,449,2,1
5,449,1,1
1,450,1,1
7,450,2,0
11,450,1,1
13,450,2,0
17,450,2,0
1,451,1,1
2,451,1,1
3,451,2,1
4,451,1,1
5,451,2,1
1,452,1,1
3,452,1,1
5,452,2,1
7,452,2,1
9,452,3,1
1,453,1,1
2,453,1,1
4,453,2,0
5,453,2,1
7,453,2,1
1,454,1,1
3,454,2,0
5,454,1,1
7,454,1,1
9,454,2,1
1,455,1,1
2,455,1,1
3,455,1,1
4,455,1,1
6,455,1,1
1,456,1,1
5,456,2,0
7,456,2,0
11,456,2,0
13,456,2,0
1,457,1,1
2,457,1,1
3,457,2,1
4,457,3,1
5,457,3,1
1,458,1,1
3,458,1,1
5,458,2,0
7,458,3,0
9,458,1,1
1,459,1,1
2,459,1,1
4,459,1,1
5,459,1,1
7,459,2,0
1,460,1,1
3,460,2,0
7,460,2,0
9,460,3,0
11,460,2,0
1,461,1,1
2,461,1,1
3,461,1,1
4,461,2,1
5,461,3,1
1,462,1,1
5,462,2,0
13,462,2,0
17,462,2,0
19,462,3,0
1,463,1,1
2,463,1,1
3,463,2,1
4,463,1,1
5,463,2,1
1,464,1,1
3,464,1,1
5,464,1,1
7,464,2,1
9,464,2,0
1,465,1,1
2,465,1,1
4,465,2,0
7,465,3,0
8,465,4,0
1,466,1,1
3,466,2,0
5,466,3,0
7,466,3,0
9,466,2,0
1,467,1,1
2,467,1,1
3,467,1,1
4,467,1,1
5,467,2,1
1,468,1,1
5,468,2,0
7,468,1,1
11,468,3,0
17,468,3,0
1,469,1,1
2,469,1,1
3,469,2,1
4,469,3,1
5,469,1,1
1,470,1,1
3,470,1,1
7,470,4,0
9,470,5,0
11,470,2,1
1,471,1,1
2,471,1,1
4,471,1,1
5,471,2,1
7,471,3,1
1,472,1,1
3,472,2,0
5,472,3,0
7,472,2,0
9,472,4,0
1,473,1,1
2,473,1,1
3,473,1,1
4,473,2,1
5,473,2,1
1,474,1,1
5,474,1,1
7,474,2,0
11,474,3,0
13,474,3,0
1,475,1,1
2,475,1,1
3,475,2,1
4,475,1,1
6,475,2,0
1,476,1,1
3,476,1,1
5,476,2,0
9,476,1,1
11,476,3,0
1,477,1,1
2,477,1,1
4,477,2,0
5,477,2,0
7,477,3,0
1,478,1,1
3,478,2,0
5,478,2,0
7,478,3,0
9,478,3,0
1,479,1,1
2,479,1,1
3,479,1,1
4,479,1,1
5,479,1,1
1,480,1,1
7,480,2,0
11,480,2,0
13,480,1,1
17,480,2,1
1,481,1,1
2,481,1,1
3,481,2,1
4,481,3,1
5,481,4,1
1,482,1,1
3,482,1,1
5,482,2,1
7,482,1,1
9,482,3,0
1,483,1,1
2,483,1,1
4,483,1,1
5,483,2,1
8,483,3,1
1,484,1,1
3,484,2,0
5,484,1,1
7,484,3,0
9,484,2,0
1,485,1,1
2,485,1,1
3,485,1,1
4,485,2,1
6,485,1,1
1,486,1,1
5,486,3,0
7,486,3,0
11,486,2,0
13,486,3,0
1,487,1,1
2,487,1,1
3,487,2,1
4,487,1,1
5,487,3,1
1,488,1,1
3,488,1,1
5,488,2,0
7,488,2,0
9,488,3,0
1,489,1,1
2,489,1,1
4,489,2,0
5,489,1,1
7,489,1,1
1,490,1,1
3,490,2,0
9,490,2,0
11,490,2,0
13,490,3,0
1,491,1,1
2,491,1,1
3,491,1,1
4,491,1,1
5,491,2,1
1,492,1,1
5,492,2,0
7,492,3,0
11,492,2,0
13,492,2,0
1,493,1,1
2,493,1,1
3,493,2,1
4,493,3,1
5,493,2,1
1,494,1,1
3,494,1,1
5,494,1,1
7,494,2,1
9,494,1,1
1,495,1,1
2,495,1,1
4,495,1,1
7,495,2,1
8,495,1,1
1,496,1,1
3,496,2,0
5,496,2,0
7,496,1,1
9,496,2,0
1,497,1,1
2,497,1,1
3,497,1,1
4,497,2,1
5,497,2,1
1,498,1,1
5,498,2,0
7,498,2,0
11,498,3,0
13,498,3,0
1,499,1,1
2,499,1,1
3,499,2,1
4,499,1,1
5,499,1,1
1,500,1,1
3,500,1,1
7,500,2,0
9,500,2,0
11,500,3,0
1,501,1,1
2,501,1,1
4,501,2,0
5,501,3,0
7,501,2,0
1,502,1,1
3,502,2,0
5,502,3,0
7,502,2,0
9,502,2,0
1,503,1,1
2,503,1,1
3,503,1,1
4,503,1,1
5,503,2,1
1,504,1,1
5,504,1,1
11,504,2,0
13,504,2,0
17,504,2,0
1,505,1,1
2,505,1,1
3,505,2,1
4,505,3,1
6,505,2,0
1,506,1,1
3,506,1,1
5,506,3,0
7,506,4,0
9,506,5,0
1,507,1,1
2,507,1,1
4,507,1,1
5,507,2,0
7,507,2,1
1,508,1,1
3,508,2,0
5,508,2,0
7,508,3,0
9,508,3,0
1,509,1,1
2,509,1,1
3,509,1,1
4,509,2,1
5,509,1,1
1,510,1,1
7,510,1,1
11,510,2,1
13,510,2,0
19,510,2,0
1,511,1,1
2,511,1,1
3,511,2,1
4,511,1,1
5,511,2,1
1,512,1,1
3,512,1,1
5,512,2,1
7,512,3,0
9,512,1,1
1,513,1,1
2,513,1,1
4,513,2,0
5,513,2,1
7,513,3,1
1,514,1,1
3,514,2,0
5,514,1,1
7,514,3,0
9,514,4,0
1,515,1,1
2,515,1,1
3,515,1,1
4,515,1,1
6,515,1,1
1,516,1,1
5,516,2,0
7,516,2,0
11,516,1,1
13,516,2,0
1,517,1,1
2,517,1,1
3,517,2,1
4,517,3,1
5,517,3,1
1,518,1,1
3,518,1,1
5,518,2,0
9,518,3,0
11,518,3,0
1,519,1,1
2,519,1,1
4,519,1,1
5,519,1,1
7,519,3,0
1,520,1,1
3,520,2,0
7,520,2,0
9,520,2,0
11,520,2,0
1,521,1,1
2,521,1,1
3,521,1,1
4,521,2,1
5,521,3,1
1,522,1,1
5,522,2,0
7,522,2,0
11,522,2,0
13,522,3,0
1,523,1,1
2,523,1,1
3,523,2,1
4,523,1,1
5,523,2,1
1,524,1,1
3,524,1,1
5,524,1,1
7,524,1,1
9,524,2,1
1,525,1,1
2,525,1,1
4,525,2,0
8,525,2,0
11,525,2,0
1,526,1,1
3,526,2,0
5,526,3,0
7,526,3,0
9,526,4,0
1,527,1,1
2,527,1,1
3,527,1,1
4,527,1,1
5,527,2,1
1,528,1,1
5,528,2,0
7,528,2,0
13,528,3,0
17,528,2,0
1,529,1,1
2,529,1,1
3,529,2,1
4,529,3,1
5,529,1,1
1,530,1,1
3,530,1,1
7,530,2,0
9,530,1,1
11,530,2,1
1,531,1,1
2,531,1,1
4,531,1,1
5,531,2,1
7,531,1,1
1,532,1,1
3,532,2,0
5,532,3,0
9,532,3,0
11,532,2,0
1,533,1,1
2,533,1,1
3,533,1,1
4,533,2,1
5,533,2,1
1,534,1,1
5,534,1,1
7,534,2,1
11,534,2,1
13,534,3,0
1,535,1,1
2,535,1,1
3,535,2,1
4,535,1,1
6,535,2,0
1,536,1,1
3,536,1,1
5,536,2,0
7,536,2,1
9,536,2,0
1,537,1,1
2,537,1,1
4,537,2,0
5,537,2,0
7,537,2,1
1,538,1,1
3,538,2,0
5,538,2,0
7,538,1,1
9,538,2,0
1,539,1,1
2,539,1,1
3,539,1,1
4,539,1,1
5,539,1,1
1,540,1,1
7,540,2,0
11,540,2,0
13,540,2,0
17,540,2,0
1,541,1,1
2,541,1,1
3,541,2,1
4,541,3,1
5,541,4,1
1,542,1,1
3,542,1,1
5,542,2,1
7,542,3,0
9,542,4,0
1,543,1,1
2,543,1,1
4,543,1,1
5,543,2,1
7,543,2,0
1,544,1,1
3,544,2,0
5,544,1,1
7,544,2,0
9,544,2,1
1,545,1,1
2,545,1,1
3,545,1,1
4,545,2,1
6,545,1,1
1,546,1,1
5,546,3,0
11,546,3,0
17,546,4,0
19,546,4,0
1,547,1,1
2,547,1,1
3,547,2,1
4,547,1,1
5,547,3,1
1,548,1,1
3,548,1,1
5,548,2,0
7,548,3,0
9,548,1,1
1,549,1,1
2,549,1,1
4,549,2,0
5,549,1,1
7,549,3,0
1,550,1,1
3,550,2,0
7,550,3,0
9,550,3,0
13,550,4,0
1,551,1,1
2,551,1,1
3,551,1,1
4,551,1,1
5,551,2,1
1,552,1,1
5,552,2,0
7,552,1,1
11,552,3,0
13,552,2,1
1,553,1,1
2,553,1,1
3,553,2,1
4,553,3,1
5,553,2,1
1,554,1,1
3,554,1,1
5,554,1,1
7,554,4,0
9,554,3,0
1,555,1,1
2,555,1,1
4,555,1,1
7,555,2,0
8,555,2,0
1,556,1,1
3,556,2,0
5,556,2,0
7,556,2,0
9,556,2,0
1,557,1,1
2,557,1,1
3,557,1,1
4,557,2,1
5,557,2,1
1,558,1,1
5,558,2,0
7,558,2,0
11,558,2,0
13,558,1,1
1,559,1,1
2,559,1,1
3,559,2,1
4,559,1,1
5,559,1,1
1,560,1,1
3,560,1,1
9,560,2,0
11,560,1,1
13,560,3,0
1,561,1,1
2,561,1,1
4,561,2,0
5,561,3,0
7,561,3,0
1,562,1,1
3,562,2,0
5,562,3,0
7,562,4,0
9,562,4,0
1,563,1,1
2,563,1,1
3,563,1,1
4,563,1,1
5,563,2,1
1,564,1,1
5,564,1,1
7,564,2,0
11,564,3,0
13,564,3,0
1,565,1,1
2,565,1,1
3,565,2,1
4,565,3,1
6,565,2,0
1,566,1,1
3,566,1,1
5,566,3,0
7,566,1,1
9,566,1,1
1,567,1,1
2,567,1,1
4,567,1,1
5,567,2,0
8,567,1,1
1,568,1,1
3,568,2,0
5,568,2,0
7,568,3,0
9,568,2,0
1,569,1,1
2,569,1,1
3,569,1,1
4,569,2,1
5,569,1,1
1,570,1,1
7,570,3,0
11,570,2,0
13,570,2,0
17,570,3,0
1,571,1,1
2,571,1,1
3,571,2,1
4,571,1,1
5,571,2,1
1,572,1,1
3,572,1,1
5,572,2,1
7,572,2,0
9,572,2,0
1,573,1,1
2,573,1,1
4,573,2,0
5,573,2,1
7,573,1,1
1,574,1,1
3,574,2,0
5,574,1,1
9,574,2,0
11,574,3,0
1,575,1,1
2,575,1,1
3,575,1,1
4,575,1,1
6,575,1,1
1,576,1,1
5,576,2,0
7,576,3,0
11,576,4,0
13,576,2,0
1,577,1,1
2,577,1,1
3,577,2,1
4,577,3,1
5,577,3,1
1,578,1,1
3,578,1,1
5,578,2,0
7,578,2,1
9,578,3,1
1,579,1,1
2,579,1,1
4,579,1,1
5,579,1,1
7,579,2,1
1,580,1,1
3,580,2,0
7,580,1,1
9,580,2,0
11,580,3,0
1,581,1,1
2,581,1,1
3,581,1,1
4,581,2,1
5,581,3,1
1,582,1,1
5,582,2,0
7,582,2,0
11,582,1,1
13,582,2,0
1,583,1,1
2,583,1,1
3,583,2,1
4,583,1,1
5,583,2,1
1,584,1,1
3,584,1,1
5,584,1,1
7,584,2,0
9,584,1,1
1,585,1,1
2,585,1,1
4,585,2,0
7,585,2,0
8,585,3,0
1,586,1,1
3,586,2,0
5,586,3,0
7,586,2,0
9,586,4,0
1,587,1,1
2,587,1,1
3,587,1,1
4,587,1,1
5,587,2,1
1,588,1,1
5,588,2,0
11,588,2,0
13,588,3,0
17,588,2,0
1,589,1,1
2,589,1,1
3,589,2,1
4,589,3,1
5,589,1,1
1,590,1,1
3,590,1,1
7,590,2,0
9,590,3,0
11,590,3,0
1,591,1,1
2,591,1,1
4,591,1,1
5,591,2,1
7,591,2,1
1,592,1,1
3,592,2,0
5,592,3,0
7,592,3,0
9,592,2,0
1,593,1,1
2,593,1,1
3,593,1,1
4,593,2,1
5,593,2,1
1,594,1,1
5,594,1,1
7,594,1,1
13,594,3,0
17,594,1,1
1,595,1,1
2,595,1,1
3,595,2,1
4,595,1,1
6,595,2,0
1,596,1,1
3,596,1,1
5,596,2,0
7,596,3,0
9,596,4,0
1,597,1,1
2,597,1,1
4,597,2,0
5,597,2,0
7,597,3,0
1,598,1,1
3,598,2,0
5,598,2,0
7,598,3,0
9,598,3,0
1,599,1,1
2,599,1,1
3,599,1,1
4,599,1,1
5,599,1,1
1,600,1,1
7,600,2,0
11,600,2,0
13,600,3,0
17,600,2,0
1,601,1,1
2,601,1,1
3,601,2,1
4,601,3,1
5,601,4,1
1,602,1,1
3,602,1,1
5,602,2,1
9,602,1,1
11,602,2,1
1,603,1,1
2,603,1,1
4,603,1,1
5,603,2,1
7,603,3,0
1,604,1,1
3,604,2,0
5,604,1,1
7,604,2,1
9,604,3,0
1,605,1,1
2,605,1,1
3,605,1,1
4,605,2,1
6,605,1,1
1,606,1,1
5,606,3,0
7,606,2,0
11,606,4,0
13,606,4,0
1,607,1,1
2,607,1,1
3,607,2,1
4,607,1,1
5,607,3,1
1,608,1,1
3,608,1,1
5,608,2,0
7,608,1,1
9,608,2,0
1,609,1,1
2,609,1,1
4,609,2,0
5,609,1,1
8,609,2,0
1,610,1,1
3,610,2,0
7,610,3,0
9,610,2,0
11,610,3,0
1,611,1,1
2,611,1,1
3,611,1,1
4,611,1,1
5,611,2,1
1,612,1,1
5,612,2,0
7,612,2,0
11,612,2,0
13,612,2,0
1,613,1,1
2,613,1,1
3,613,2,1
4,613,3,1
5,613,2,1
1,614,1,1
3,614,1,1
5,614,1,1
7,614,2,0
9,614,3,0
1,615,1,1
2,615,1,1
4,615,1,1
7,615,1,1
8,615,1,1
1,616,1,1
3,616,2,0
5,616,2,0
9,616,3,0
13,616,2,0
1,617,1,1
2,617,1,1
3,617,1,1
4,617,2,1
5,617,2,1
1,618,1,1
5,618,2,0
7,618,3,0
11,618,3,0
13,618,2,0
1,619,1,1
2,619,1,1
3,619,2,1
4,619,1,1
5,619,1,1
1,620,1,1
3,620,1,1
7,620,2,1
9,620,1,1
11,620,3,1
1,621,1,1
2,621,1,1
4,621,2,0
5,621,3,0
7,621,2,1
1,622,1,1
3,622,2,0
5,622,3,0
7,622,1,1
9,622,3,0
1,623,1,1
2,623,1,1
3,623,1,1
4,623,1,1
5,623,2,1
1,624,1,1
5,624,1,1
7,624,2,0
11,624,2,0
17,624,2,1
1,625,1,1
2,625,1,1
3,625,2,1
4,625,3,1
6,625,2,0
1,626,1,1
3,626,1,1
5,626,3,0
7,626,3,0
9,626,3,0
1,627,1,1
2,627,1,1
4,627,1,1
5,627,2,0
7,627,2,0
1,628,1,1
3,628,2,0
5,628,2,0
7,628,2,0
9,628,2,0
1,629,1,1
2,629,1,1
3,629,1,1
4,629,2,1
5,629,1,1
1,630,1,1
11,630,3,0
13,630,2,0
17,630,3,0
19,630,3,0
1,631,1,1
2,631,1,1
3,631,2,1
4,631,1,1
5,631,2,1
1,632,1,1
3,632,1,1
5,632,2,1
7,632,3,1
9,632,4,1
1,633,1,1
2,633,1,1
4,633,2,0
5,633,2,1
7,633,3,0
1,634,1,1
3,634,2,0
5,634,1,1
7,634,3,0
9,634,2,1
1,635,1,1
2,635,1,1
3,635,1,1
4,635,1,1
6,635,1,1
1,636,1,1
5,636,2,0
7,636,1,1
11,636,2,0
13,636,1,1
1,637,1,1
2,637,1,1
3,637,2,1
4,637,3,1
5,637,3,1
1,638,1,1
3,638,1,1
5,638,2,0
7,638,4,0
9,638,1,1
1,639,1,1
2,639,1,1
4,639,1,1
5,639,1,1
7,639,2,1
1,640,1,1
3,640,2,0
7,640,2,0
9,640,2,0
11,640,3,0
1,641,1,1
2,641,1,1
3,641,1,1
4,641,2,1
5,641,3,1
1,642,1,1
5,642,2,0
7,642,2,0
11,642,3,0
13,642,3,0
1,643,1,1
2,643,1,1
3,643,2,1
4,643,1,1
5,643,2,1
1,644,1,1
3,644,1,1
5,644,1,1
9,644,2,0
11,644,2,1
1,645,1,1
2,645,1,1
4,645,2,0
7,645,3,0
8,645,2,0
1,646,1,1
3,646,2,0
5,646,3,0
7,646,4,0
9,646,2,0
1,647,1,1
2,647,1,1
3,647,1,1
4,647,1,1
5,647,2,1
1,648,1,1
5,648,2,0
7,648,2,0
11,648,1,1
13,648,2,0
1,649,1,1
2,649,1,1
3,649,2,1
4,649,3,1
5,649,1,1
1,650,1,1
3,650,1,1
7,650,1,1
9,650,2,1
11,650,2,0
1,651,1,1
2,651,1,1
4,651,1,1
5,651,2,1
8,651,3,1
1,652,1,1
3,652,2,0
5,652,3,0
7,652,3,0
9,652,4,0
1,653,1,1
2,653,1,1
3,653,1,1
4,653,2,1
5,653,2,1
1,654,1,1
5,654,1,1
7,654,3,0
11,654,2,0
13,654,3,0
1,655,1,1
2,655,1,1
3,655,2,1
4,655,1,1
6,655,2,0
1,656,1,1
3,656,1,1
5,656,2,0
7,656,2,0
9,656,1,1
1,657,1,1
2,657,1,1
4,657,2,0
5,657,2,0
7,657,1,1
1,658,1,1
3,658,2,0
5,658,2,0
9,658,4,0
11,658,2,0
1,659,1,1
2,659,1,1
3,659,1,1
4,659,1,1
5,659,1,1
1,660,1,1
7,660,2,0
13,660,2,0
17,660,2,0
19,660,2,0
1,661,1,1
2,661,1,1
3,661,2,1
4,661,3,1
5,661,4,1
1,662,1,1
3,662,1,1
5,662,2,1
7,662,2,1
9,662,3,0
1,663,1,1
2,663,1,1
4,663,1,1
5,663,2,1
7,663,2,1
1,664,1,1
3,664,2,0
5,664,1,1
7,664,1,1
9,664,2,0
1,665,1,1
2,665,1,1
3,665,1,1
4,665,2,1
6,665,1,1
1,666,1,1
5,666,3,0
7,666,2,0
11,666,4,0
13,666,4,0
1,667,1,1
2,667,1,1
3,667,2,1
4,667,1,1
5,667,3,1
1,668,1,1
3,668,1,1
5,668,2,0
7,668,2,0
9,668,3,0
1,669,1,1
2,669,1,1
4,669,2,0
5,669,1,1
7,669,2,0
1,670,1,1
3,670,2,0
7,670,2,0
9,670,2,0
11,670,1,1
1,671,1,1
2,671,1,1
3,671,1,1
4,671,1,1
5,671,2,1
1,672,1,1
5,672,2,0
11,672,3,0
13,672,2,0
17,672,2,0
1,673,1,1
2,673,1,1
3,673,2,1
4,673,3,1
5,673,2,1
1,674,1,1
3,674,1,1
5,674,1,1
7,674,2,1
9,674,1,1
1,675,1,1
2,675,1,1
4,675,1,1
7,675,2,1
8,675,2,0
1,676,1,1
3,676,2,0
5,676,2,0
7,676,3,0
9,676,3,0
1,677,1,1
2,677,1,1
3,677,1,1
4,677,2,1
5,677,2,1
1,678,1,1
5,678,2,0
7,678,1,1
11,678,3,0
13,678,4,0
1,679,1,1
2,679,1,1
3,679,2,1
4,679,1,1
5,679,1,1
1,680,1,1
3,680,1,1
7,680,3,0
9,680,2,0
11,680,2,0
1,681,1,1
2,681,1,1
4,681,2,0
5,681,3,0
7,681,4,0
1,682,1,1
3,682,2,0
5,682,3,0
7,682,3,0
9,682,2,0
1,683,1,1
2,683,1,1
3,683,1,1
4,683,1,1
5,683,2,1
1,684,1,1
5,684,1,1
7,684,2,0
11,684,2,0
13,684,2,1
1,685,1,1
2,685,1,1
3,685,2,1
4,685,3,1
6,685,2,0
1,686,1,1
3,686,1,1
5,686,3,0
9,686,2,0
11,686,2,0
1,687,1,1
2,687,1,1
4,687,1,1
5,687,2,0
7,687,3,0
1,688,1,1
3,688,2,0
5,688,2,0
7,688,3,0
9,688,3,0
1,689,1,1
2,689,1,1
3,689,1,1
4,689,2,1
5,689,1,1
1,690,1,1
7,690,2,0
11,690,2,0
13,690,3,0
17,690,3,0
1,691,1,1
2,691,1,1
3,691,2,1
4,691,1,1
5,691,2,1
1,692,1,1
3,692,1,1
5,692,2,1
7,692,1,1
9,692,1,1
1,693,1,1
2,693,1,1
4,693,2,0
5,693,2,1
8,693,2,0
1,694,1,1
3,694,2,0
5,694,1,1
7,694,3,0
9,694,3,0
1,695,1,1
2,695,1,1
3,695,1,1
4,695,1,1
6,695,1,1
1,696,1,1
5,696,2,0
7,696,2,0
11,696,2,0
13,696,2,0
1,697,1,1
2,697,1,1
3,697,2,1
4,697,3,1
5,697,3,1
1,698,1,1
3,698,1,1
5,698,2,0
7,698,2,0
9,698,3,0
1,699,1,1
2,699,1,1
4,699,1,1
5,699,1,1
7,699,1,1
1,700,1,1
3,700,2,0
9,700,2,0
11,700,2,0
13,700,2,0
